"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","change"
-3.44821775485822,7.97673937745474,-9.2608327428181,8.3107149247738e-15,1.71037940250783e-12,23.2879879099572,"Anxa2","Higher in Adult_Reinfected"
-3.48599308427156,7.30003700050086,-9.25854367154995,8.40335371288297e-15,1.71179745071717e-12,23.2771837904928,"Tmed2","Higher in Adult_Reinfected"
-3.40259093011711,9.25452904386287,-9.25322201757946,8.62273060304089e-15,1.73874314170207e-12,23.2520663817817,"Rpl41","Higher in Adult_Reinfected"
-3.52543401123698,7.56518812284391,-9.24621598472372,8.92029753745367e-15,1.76312772019988e-12,23.218999199338,"Cnbp","Higher in Adult_Reinfected"
-4.41256968336087,8.43078204412152,-9.2478097648117,8.85171545010328e-15,1.76312772019988e-12,23.2265215222245,"Sec14l3","Higher in Adult_Reinfected"
-3.25614762440988,7.01899555897532,-9.22160498326121,1.00493484445856e-14,1.9289917596083e-12,23.1028422736089,"Lcp1","Higher in Adult_Reinfected"
-3.25317392768631,6.6340140060728,-9.22172685571161,1.00434195354264e-14,1.9289917596083e-12,23.1034174665504,"Mmp14","Higher in Adult_Reinfected"
-3.19778576830392,7.01755585988978,-9.22369399944791,9.94820326340824e-15,1.9289917596083e-12,23.1127016734113,"Slc3a2","Higher in Adult_Reinfected"
-3.65783270928097,8.31022798427703,-9.21939415212598,1.01575114708157e-14,1.93118477611327e-12,23.0924079866631,"Rplp0","Higher in Adult_Reinfected"
-3.74663792436029,7.52068102735652,-9.20896977302545,1.06834055320283e-14,2.01200777958377e-12,23.0432093672938,"Jund","Higher in Adult_Reinfected"
-3.32894881901101,6.98489753549,-9.19721881950465,1.13089255650228e-14,2.10990729957523e-12,22.9877509506153,"Scarb2","Higher in Adult_Reinfected"
-4.01033382975226,8.12576097632662,-9.19470749133566,1.14472840110343e-14,2.11594565474331e-12,22.97589893734,"Hopx","Higher in Adult_Reinfected"
